Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021
80,Bosnia and Herzegovina,2946,Animal fats,5511,Production,1000 t,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
80,Bosnia and Herzegovina,2946,Animal fats,5611,Import Quantity,1000 t,8.0,8.0,9.0,9.0,10.0,11.0,11.0,9.0,10.0,11.0,11.0,13.0
80,Bosnia and Herzegovina,2946,Animal fats,5072,Stock Variation,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2946,Animal fats,5911,Export Quantity,1000 t,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0
80,Bosnia and Herzegovina,2946,Animal fats,5301,Domestic supply quantity,1000 t,10.0,11.0,11.0,11.0,10.0,11.0,11.0,9.0,9.0,10.0,10.0,12.0
80,Bosnia and Herzegovina,2946,Animal fats,5521,Feed,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2946,Animal fats,5123,Losses,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2946,Animal fats,5154,Other uses (non-food),1000 t,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
80,Bosnia and Herzegovina,2946,Animal fats,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0
80,Bosnia and Herzegovina,2946,Animal fats,5142,Food,1000 t,9.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,8.0,9.0,10.0,11.0
80,Bosnia and Herzegovina,2946,Animal fats,645,Food supply quantity (kg/capita/yr),kg,2.36,2.58,2.43,2.57,2.58,2.72,2.99,2.64,2.37,2.76,3.09,3.52
80,Bosnia and Herzegovina,2946,Animal fats,664,Food supply (kcal/capita/day),kcal/cap/d,39.0,42.0,39.0,41.0,38.0,38.0,40.0,37.0,32.0,35.0,44.0,51.0
80,Bosnia and Herzegovina,2946,Animal fats,661,Food supply (kcal),million Kcal,54254.12,57193.79,51676.6,53848.14,49331.37,49429.36,50371.07,46527.55,39884.73,42723.73,53651.33,60368.23
80,Bosnia and Herzegovina,2946,Animal fats,674,Protein supply quantity (g/capita/day),g/cap/d,0.13,0.12,0.14,0.13,0.14,0.16,0.17,0.15,0.13,0.18,0.13,0.14
80,Bosnia and Herzegovina,2946,Animal fats,671,Protein supply quantity (t),t,173.97,168.02,184.68,177.82,182.18,210.41,221.78,190.85,156.13,215.46,158.71,168.28
80,Bosnia and Herzegovina,2946,Animal fats,684,Fat supply quantity (g/capita/day),g/cap/d,4.25,4.56,4.18,4.43,4.09,4.13,4.25,3.99,3.45,3.71,4.79,5.48
80,Bosnia and Herzegovina,2946,Animal fats,681,Fat supply quantity (t),t,5906.08,6228.43,5607.03,5848.46,5325.37,5317.26,5398.2,5006.24,4283.65,4548.75,5805.5,6539.91
80,Bosnia and Herzegovina,2949,Eggs,5511,Production,1000 t,21.0,18.0,20.0,21.0,21.0,22.0,23.0,22.0,22.0,24.0,25.0,19.0
80,Bosnia and Herzegovina,2949,Eggs,5611,Import Quantity,1000 t,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
80,Bosnia and Herzegovina,2949,Eggs,5072,Stock Variation,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2949,Eggs,5911,Export Quantity,1000 t,4.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
80,Bosnia and Herzegovina,2949,Eggs,5301,Domestic supply quantity,1000 t,18.0,16.0,18.0,17.0,19.0,21.0,22.0,22.0,21.0,23.0,24.0,20.0
80,Bosnia and Herzegovina,2949,Eggs,5527,Seed,1000 t,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
80,Bosnia and Herzegovina,2949,Eggs,5123,Losses,1000 t,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
80,Bosnia and Herzegovina,2949,Eggs,5154,Other uses (non-food),1000 t,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2949,Eggs,5170,Residuals,1000 t,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2949,Eggs,5142,Food,1000 t,15.0,13.0,16.0,15.0,16.0,18.0,19.0,19.0,18.0,19.0,20.0,17.0
80,Bosnia and Herzegovina,2949,Eggs,645,Food supply quantity (kg/capita/yr),kg,3.82,3.43,4.48,4.18,4.6,4.98,5.51,5.39,5.3,5.69,6.0,5.13
80,Bosnia and Herzegovina,2949,Eggs,664,Food supply (kcal/capita/day),kcal/cap/d,13.0,12.0,16.0,15.0,16.0,17.0,19.0,19.0,19.0,20.0,21.0,18.0
80,Bosnia and Herzegovina,2949,Eggs,661,Food supply (kcal),million Kcal,18519.53,16322.04,20957.18,19225.46,20936.87,22344.4,24426.94,23652.26,22997.88,24384.67,25375.07,21443.63
80,Bosnia and Herzegovina,2949,Eggs,674,Protein supply quantity (g/capita/day),g/cap/d,1.2,1.07,1.4,1.31,1.44,1.56,1.72,1.69,1.66,1.78,1.88,1.61
80,Bosnia and Herzegovina,2949,Eggs,671,Protein supply quantity (t),t,1665.01,1463.08,1881.21,1727.42,1878.11,2003.61,2188.74,2119.73,2060.26,2185.77,2274.83,1920.79
80,Bosnia and Herzegovina,2949,Eggs,684,Fat supply quantity (g/capita/day),g/cap/d,0.92,0.83,1.08,1.01,1.11,1.2,1.33,1.3,1.28,1.37,1.45,1.24
80,Bosnia and Herzegovina,2949,Eggs,681,Fat supply quantity (t),t,1279.86,1129.26,1449.03,1328.83,1447.65,1545.49,1689.93,1635.97,1590.91,1686.65,1754.89,1483.44
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5511,Production,1000 t,735.0,707.0,691.0,704.0,703.0,712.0,716.0,696.0,692.0,656.0,645.0,546.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5611,Import Quantity,1000 t,280.0,265.0,281.0,254.0,213.0,219.0,231.0,229.0,237.0,262.0,254.0,360.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5072,Stock Variation,1000 t,1.0,-1.0,-1.0,-1.0,0.0,2.0,2.0,-1.0,-1.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5911,Export Quantity,1000 t,82.0,89.0,97.0,84.0,67.0,62.0,76.0,85.0,133.0,193.0,131.0,136.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5301,Domestic supply quantity,1000 t,932.0,885.0,876.0,876.0,849.0,867.0,869.0,841.0,797.0,724.0,768.0,770.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5521,Feed,1000 t,176.0,159.0,130.0,123.0,113.0,102.0,94.0,95.0,78.0,54.0,107.0,139.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5123,Losses,1000 t,53.0,53.0,55.0,59.0,62.0,63.0,63.0,61.0,61.0,61.0,58.0,35.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5131,Processing,1000 t,40.0,37.0,30.0,28.0,20.0,20.0,19.0,23.0,8.0,7.0,6.0,4.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5154,Other uses (non-food),1000 t,2.0,1.0,26.0,17.0,19.0,14.0,17.0,19.0,5.0,7.0,7.0,8.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-67.0,-4.0,-7.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,5142,Food,1000 t,662.0,634.0,634.0,649.0,635.0,669.0,677.0,644.0,663.0,663.0,594.0,591.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,645,Food supply quantity (kg/capita/yr),kg,173.62,169.33,172.64,179.37,177.77,189.75,194.51,187.14,194.96,197.16,178.99,180.81
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,664,Food supply (kcal/capita/day),kcal/cap/d,320.0,312.0,318.0,331.0,326.0,343.0,351.0,336.0,346.0,349.0,317.0,297.0
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,661,Food supply (kcal),million Kcal,444767.65,426753.11,426046.24,437155.84,424524.89,441764.35,445514.99,421382.56,428782.6,428621.93,383481.81,354685.91
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,674,Protein supply quantity (g/capita/day),g/cap/d,15.7,15.35,15.69,16.31,16.15,17.1,17.5,16.78,17.31,17.51,15.95,14.99
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,671,Protein supply quantity (t),t,21844.09,20970.59,21045.53,21531.67,21050.73,22001.97,22232.09,21070.65,21483.41,21480.48,19316.43,17894.24
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,684,Fat supply quantity (g/capita/day),g/cap/d,19.0,18.49,18.9,19.72,19.55,20.77,21.32,20.46,21.23,21.5,19.44,18.42
80,Bosnia and Herzegovina,2948,Milk - Excluding Butter,681,Fat supply quantity (t),t,26432.86,25260.18,25341.6,26031.98,25476.59,26723.13,27090.07,25687.13,26350.78,26374.95,23550.23,21992.37
80,Bosnia and Herzegovina,2928,Miscellaneous,5611,Import Quantity,1000 t,35.0,36.0,36.0,36.0,37.0,38.0,39.0,40.0,42.0,44.0,43.0,45.0
80,Bosnia and Herzegovina,2928,Miscellaneous,5072,Stock Variation,1000 t,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
80,Bosnia and Herzegovina,2928,Miscellaneous,5911,Export Quantity,1000 t,4.0,5.0,3.0,9.0,14.0,7.0,8.0,8.0,8.0,14.0,15.0,14.0
80,Bosnia and Herzegovina,2928,Miscellaneous,5301,Domestic supply quantity,1000 t,31.0,30.0,30.0,29.0,24.0,31.0,31.0,32.0,31.0,30.0,27.0,31.0
80,Bosnia and Herzegovina,2928,Miscellaneous,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2928,Miscellaneous,5142,Food,1000 t,31.0,30.0,30.0,29.0,24.0,31.0,31.0,32.0,31.0,30.0,27.0,31.0
80,Bosnia and Herzegovina,2928,Miscellaneous,645,Food supply quantity (kg/capita/yr),kg,8.08,8.13,8.15,8.14,6.61,8.87,8.77,9.44,9.0,8.86,8.15,9.59
80,Bosnia and Herzegovina,2928,Miscellaneous,664,Food supply (kcal/capita/day),kcal/cap/d,26.0,26.0,26.0,26.0,21.0,28.0,28.0,30.0,29.0,28.0,26.0,31.0
80,Bosnia and Herzegovina,2928,Miscellaneous,661,Food supply (kcal),million Kcal,35851.7,35443.0,34905.45,34338.47,27969.0,36180.43,35541.37,37682.94,35757.73,34839.13,31861.64,36585.81
80,Bosnia and Herzegovina,2928,Miscellaneous,674,Protein supply quantity (g/capita/day),g/cap/d,1.5,1.51,1.52,1.51,1.23,1.65,1.63,1.75,1.67,1.65,1.52,1.78
80,Bosnia and Herzegovina,2928,Miscellaneous,671,Protein supply quantity (t),t,2087.93,2063.56,2032.08,1998.03,1607.12,2116.91,2070.38,2201.27,2077.41,2021.08,1838.02,2127.57
80,Bosnia and Herzegovina,2928,Miscellaneous,684,Fat supply quantity (g/capita/day),g/cap/d,0.33,0.33,0.33,0.33,0.29,0.35,0.35,0.38,0.37,0.37,0.35,0.39
80,Bosnia and Herzegovina,2928,Miscellaneous,681,Fat supply quantity (t),t,454.6,449.98,443.34,437.18,376.45,448.9,450.14,471.1,458.46,449.66,421.59,467.03
27,Bulgaria,2501,Population,511,Total Population - Both sexes,1000 No,7592.27,7543.13,7488.34,7431.17,7372.14,7309.25,7245.98,7182.43,7117.43,7052.53,6979.18,6885.87
27,Bulgaria,2501,Population,5301,Domestic supply quantity,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bulgaria,2901,Grand Total,664,Food supply (kcal/capita/day),kcal/cap/d,2719.0,2727.0,2730.0,2793.0,2820.0,2729.0,2799.0,2813.0,2871.0,2871.0,2899.0,2951.0
27,Bulgaria,2901,Grand Total,661,Food supply (kcal),million Kcal,7533848.05,7507570.71,7462310.48,7575429.33,7588545.16,7280791.66,7403637.07,7373775.35,7458791.0,7390253.89,7385438.07,7417022.92
27,Bulgaria,2901,Grand Total,674,Protein supply quantity (g/capita/day),g/cap/d,83.08,83.48,84.14,85.28,88.6,85.5,89.01,89.62,88.69,87.99,85.49,91.48
27,Bulgaria,2901,Grand Total,671,Protein supply quantity (t),t,230216.23,229828.86,229981.46,231312.09,238413.0,228105.17,235422.68,234938.5,230416.89,226510.93,217783.58,229924.72
27,Bulgaria,2901,Grand Total,684,Fat supply quantity (g/capita/day),g/cap/d,94.6,91.39,91.06,91.57,90.41,94.58,95.33,96.23,109.28,117.46,126.73,122.59
27,Bulgaria,2901,Grand Total,681,Fat supply quantity (t),t,262162.41,251613.44,248894.13,248370.09,243270.94,252336.12,252133.74,252284.44,283894.76,302367.86,322833.81,308117.47
27,Bulgaria,2905,Cereals - Excluding Beer,5511,Production,1000 t,7303.0,7694.0,7167.0,9319.0,9749.0,8717.0,8895.0,9610.0,10055.0,11244.0,8745.0,11803.0
27,Bulgaria,2905,Cereals - Excluding Beer,5611,Import Quantity,1000 t,649.0,376.0,410.0,391.0,477.0,454.0,432.0,816.0,474.0,451.0,470.0,541.0
27,Bulgaria,2905,Cereals - Excluding Beer,5072,Stock Variation,1000 t,141.0,541.0,-174.0,-802.0,534.0,602.0,-897.0,851.0,678.0,-156.0,-906.0,766.0
27,Bulgaria,2905,Cereals - Excluding Beer,5911,Export Quantity,1000 t,3829.0,3795.0,4020.0,6706.0,5789.0,5273.0,6545.0,5980.0,6369.0,8323.0,6673.0,7821.0
27,Bulgaria,2905,Cereals - Excluding Beer,5301,Domestic supply quantity,1000 t,3983.0,3733.0,3731.0,3806.0,3904.0,3295.0,3679.0,3596.0,3482.0,3528.0,3448.0,3757.0
27,Bulgaria,2905,Cereals - Excluding Beer,5521,Feed,1000 t,784.0,686.0,560.0,611.0,512.0,587.0,576.0,585.0,540.0,939.0,1061.0,1004.0
27,Bulgaria,2905,Cereals - Excluding Beer,5527,Seed,1000 t,368.0,363.0,368.0,411.0,341.0,311.0,339.0,360.0,346.0,297.0,323.0,318.0
27,Bulgaria,2905,Cereals - Excluding Beer,5123,Losses,1000 t,315.0,352.0,331.0,434.0,379.0,348.0,335.0,369.0,405.0,440.0,343.0,463.0
27,Bulgaria,2905,Cereals - Excluding Beer,5131,Processing,1000 t,790.0,818.0,985.0,936.0,1247.0,977.0,878.0,986.0,1058.0,726.0,679.0,775.0
27,Bulgaria,2905,Cereals - Excluding Beer,5154,Other uses (non-food),1000 t,654.0,412.0,302.0,276.0,239.0,57.0,458.0,303.0,250.0,376.0,328.0,366.0
27,Bulgaria,2905,Cereals - Excluding Beer,5170,Residuals,1000 t,-9.0,-2.0,15.0,16.0,13.0,17.0,15.0,-67.0,-89.0,-94.0,-95.0,-57.0
27,Bulgaria,2905,Cereals - Excluding Beer,5142,Food,1000 t,1081.0,1104.0,1170.0,1121.0,1173.0,999.0,1079.0,1060.0,972.0,845.0,808.0,889.0
27,Bulgaria,2905,Cereals - Excluding Beer,645,Food supply quantity (kg/capita/yr),kg,142.35,146.36,156.24,150.9,159.14,136.62,148.87,147.52,136.57,119.76,115.72,129.09
27,Bulgaria,2905,Cereals - Excluding Beer,664,Food supply (kcal/capita/day),kcal/cap/d,994.0,1032.0,1086.0,1049.0,1193.0,1027.0,1114.0,1105.0,1022.0,906.0,876.0,978.0
27,Bulgaria,2905,Cereals - Excluding Beer,661,Food supply (kcal),million Kcal,2753460.55,2840411.46,2968098.71,2845235.85,3209796.69,2740407.53,2946177.72,2895918.68,2655366.34,2333214.53,2230817.12,2457486.68
27,Bulgaria,2905,Cereals - Excluding Beer,674,Protein supply quantity (g/capita/day),g/cap/d,28.8,29.72,31.65,30.54,34.48,30.03,31.76,31.82,29.15,26.51,25.8,28.72
27,Bulgaria,2905,Cereals - Excluding Beer,671,Protein supply quantity (t),t,79796.73,81835.17,86506.36,82829.08,92772.36,80119.82,83999.72,83413.84,75722.57,68245.95,65716.69,72190.25
27,Bulgaria,2905,Cereals - Excluding Beer,684,Fat supply quantity (g/capita/day),g/cap/d,5.48,5.75,6.15,6.09,6.79,5.7,6.53,6.31,6.09,5.11,4.91,5.74
27,Bulgaria,2905,Cereals - Excluding Beer,681,Fat supply quantity (t),t,15177.18,15826.25,16819.48,16507.56,18260.77,15195.8,17279.77,16552.95,15822.52,13166.83,12503.84,14428.24
27,Bulgaria,2907,Starchy Roots,5511,Production,1000 t,251.0,232.0,151.0,187.0,133.0,165.0,127.0,228.0,262.0,197.0,192.0,196.0
27,Bulgaria,2907,Starchy Roots,5611,Import Quantity,1000 t,77.0,90.0,89.0,96.0,106.0,106.0,113.0,124.0,115.0,111.0,108.0,128.0
27,Bulgaria,2907,Starchy Roots,5072,Stock Variation,1000 t,-4.0,5.0,4.0,36.0,7.0,6.0,9.0,65.0,83.0,12.0,34.0,41.0
27,Bulgaria,2907,Starchy Roots,5911,Export Quantity,1000 t,7.0,12.0,6.0,14.0,16.0,14.0,14.0,16.0,18.0,11.0,10.0,10.0
27,Bulgaria,2907,Starchy Roots,5301,Domestic supply quantity,1000 t,324.0,306.0,230.0,233.0,215.0,250.0,217.0,270.0,275.0,285.0,257.0,272.0
27,Bulgaria,2907,Starchy Roots,5521,Feed,1000 t,10.0,10.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0
27,Bulgaria,2907,Starchy Roots,5527,Seed,1000 t,27.0,25.0,16.0,20.0,14.0,18.0,14.0,25.0,28.0,21.0,21.0,21.0
27,Bulgaria,2907,Starchy Roots,5123,Losses,1000 t,19.0,17.0,11.0,14.0,17.0,12.0,16.0,17.0,20.0,19.0,19.0,18.0
27,Bulgaria,2907,Starchy Roots,5131,Processing,1000 t,,,,,,,,,,46.0,34.0,35.0
27,Bulgaria,2907,Starchy Roots,5154,Other uses (non-food),1000 t,16.0,14.0,14.0,13.0,14.0,7.0,13.0,12.0,10.0,8.0,7.0,10.0
27,Bulgaria,2907,Starchy Roots,5170,Residuals,1000 t,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bulgaria,2907,Starchy Roots,5142,Food,1000 t,252.0,240.0,185.0,181.0,168.0,207.0,172.0,214.0,213.0,189.0,174.0,186.0
27,Bulgaria,2907,Starchy Roots,645,Food supply quantity (kg/capita/yr),kg,33.23,31.8,24.65,24.31,22.84,28.38,23.71,29.78,29.88,26.78,24.89,27.0
27,Bulgaria,2907,Starchy Roots,664,Food supply (kcal/capita/day),kcal/cap/d,57.0,55.0,42.0,41.0,39.0,48.0,40.0,51.0,51.0,46.0,42.0,45.0
27,Bulgaria,2907,Starchy Roots,661,Food supply (kcal),million Kcal,157700.63,151103.58,114135.16,111734.61,103782.69,129093.52,106198.59,133171.03,132324.64,117196.68,107932.01,114245.49
27,Bulgaria,2907,Starchy Roots,674,Protein supply quantity (g/capita/day),g/cap/d,1.37,1.3,1.0,0.99,0.93,1.16,0.96,1.21,1.22,1.09,1.01,1.09
27,Bulgaria,2907,Starchy Roots,671,Protein supply quantity (t),t,3804.37,3588.98,2729.88,2683.7,2492.0,3098.6,2531.21,3184.35,3177.8,2807.75,2583.55,2728.55
27,Bulgaria,2907,Starchy Roots,684,Fat supply quantity (g/capita/day),g/cap/d,0.17,0.17,0.15,0.15,0.14,0.16,0.15,0.16,0.16,0.16,0.14,0.18
27,Bulgaria,2907,Starchy Roots,681,Fat supply quantity (t),t,463.12,458.5,402.85,398.78,387.4,422.25,392.04,429.89,427.67,403.25,368.93,453.49
27,Bulgaria,2908,Sugar Crops,5511,Production,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bulgaria,2908,Sugar Crops,5611,Import Quantity,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
27,Bulgaria,2908,Sugar Crops,5072,Stock Variation,1000 t,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bulgaria,2908,Sugar Crops,5911,Export Quantity,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bulgaria,2908,Sugar Crops,5301,Domestic supply quantity,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bulgaria,2908,Sugar Crops,5521,Feed,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
27,Bulgaria,2908,Sugar Crops,5123,Losses,1000 t,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
27,Bulgaria,2908,Sugar Crops,5131,Processing,1000 t,0.0,0.0,0.0,0.0,,,,,,,,
27,Bulgaria,2908,Sugar Crops,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bulgaria,2909,Sugar & Sweeteners,5511,Production,1000 t,128.0,136.0,231.0,213.0,353.0,331.0,276.0,296.0,306.0,184.0,159.0,188.0
27,Bulgaria,2909,Sugar & Sweeteners,5611,Import Quantity,1000 t,421.0,449.0,340.0,372.0,278.0,375.0,389.0,384.0,422.0,493.0,506.0,488.0
27,Bulgaria,2909,Sugar & Sweeteners,5072,Stock Variation,1000 t,-35.0,-28.0,-56.0,-21.0,116.0,200.0,119.0,121.0,98.0,39.0,25.0,59.0
27,Bulgaria,2909,Sugar & Sweeteners,5911,Export Quantity,1000 t,307.0,301.0,249.0,230.0,199.0,222.0,222.0,236.0,238.0,333.0,362.0,349.0
27,Bulgaria,2909,Sugar & Sweeteners,5301,Domestic supply quantity,1000 t,277.0,311.0,377.0,377.0,317.0,284.0,323.0,323.0,392.0,305.0,278.0,268.0
27,Bulgaria,2909,Sugar & Sweeteners,5521,Feed,1000 t,18.0,52.0,37.0,18.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
27,Bulgaria,2909,Sugar & Sweeteners,5123,Losses,1000 t,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,Bulgaria,2909,Sugar & Sweeteners,5131,Processing,1000 t,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
27,Bulgaria,2909,Sugar & Sweeteners,5154,Other uses (non-food),1000 t,26.0,28.0,123.0,72.0,63.0,37.0,78.0,76.0,146.0,43.0,11.0,7.0
27,Bulgaria,2909,Sugar & Sweeteners,5170,Residuals,1000 t,-34.0,-35.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-1.0,-1.0,0.0
27,Bulgaria,2909,Sugar & Sweeteners,5142,Food,1000 t,266.0,266.0,216.0,286.0,247.0,245.0,247.0,245.0,244.0,262.0,267.0,257.0
27,Bulgaria,2909,Sugar & Sweeteners,645,Food supply quantity (kg/capita/yr),kg,35.01,35.24,28.82,38.45,33.48,33.46,34.04,34.12,34.24,37.15,38.23,37.37
27,Bulgaria,2909,Sugar & Sweeteners,664,Food supply (kcal/capita/day),kcal/cap/d,296.0,296.0,267.0,321.0,270.0,271.0,271.0,270.0,270.0,309.0,298.0,263.0
27,Bulgaria,2909,Sugar & Sweeteners,661,Food supply (kcal),million Kcal,819451.42,814576.67,729925.6,869373.14,726337.67,722547.79,716710.86,709041.25,702522.82,795804.27,758908.35,659930.08
27,Bulgaria,2909,Sugar & Sweeteners,674,Protein supply quantity (g/capita/day),g/cap/d,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07
27,Bulgaria,2909,Sugar & Sweeteners,671,Protein supply quantity (t),t,123.58,120.7,117.05,118.78,115.51,117.56,116.82,114.24,115.28,115.5,128.88,163.4
27,Bulgaria,2909,Sugar & Sweeteners,684,Fat supply quantity (g/capita/day),g/cap/d,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.17
27,Bulgaria,2909,Sugar & Sweeteners,681,Fat supply quantity (t),t,366.77,363.58,361.15,358.47,355.59,351.91,348.05,344.17,340.47,339.19,344.62,439.45
27,Bulgaria,2911,Pulses,5511,Production,1000 t,10.0,7.0,8.0,9.0,4.0,32.0,65.0,209.0,121.0,61.0,44.0,44.0
27,Bulgaria,2911,Pulses,5611,Import Quantity,1000 t,27.0,24.0,31.0,30.0,27.0,26.0,23.0,26.0,26.0,25.0,29.0,26.0
27,Bulgaria,2911,Pulses,5072,Stock Variation,1000 t,0.0,0.0,1.0,1.0,-4.0,10.0,9.0,37.0,32.0,-11.0,1.0,0.0
27,Bulgaria,2911,Pulses,5911,Export Quantity,1000 t,8.0,6.0,13.0,10.0,12.0,13.0,40.0,82.0,19.0,48.0,29.0,26.0
27,Bulgaria,2911,Pulses,5301,Domestic supply quantity,1000 t,29.0,25.0,25.0,27.0,22.0,35.0,39.0,117.0,96.0,48.0,44.0,44.0
27,Bulgaria,2911,Pulses,5521,Feed,1000 t,8.0,6.0,6.0,8.0,4.0,13.0,14.0,74.0,67.0,35.0,33.0,33.0
27,Bulgaria,2911,Pulses,5527,Seed,1000 t,0.0,0.0,0.0,0.0,0.0,2.0,4.0,11.0,5.0,3.0,1.0,1.0
27,Bulgaria,2911,Pulses,5123,Losses,1000 t,2.0,2.0,2.0,2.0,2.0,3.0,4.0,11.0,7.0,4.0,3.0,3.0
27,Bulgaria,2911,Pulses,5131,Processing,1000 t,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0
27,Bulgaria,2911,Pulses,5170,Residuals,1000 t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-11.0,-8.0
27,Bulgaria,2911,Pulses,5142,Food,1000 t,18.0,16.0,17.0,16.0,16.0,17.0,16.0,17.0,16.0,15.0,16.0,13.0
27,Bulgaria,2911,Pulses,645,Food supply quantity (kg/capita/yr),kg,2.38,2.17,2.2,2.19,2.19,2.28,2.21,2.33,2.18,2.07,2.24,1.83
27,Bulgaria,2911,Pulses,664,Food supply (kcal/capita/day),kcal/cap/d,21.0,19.0,19.0,19.0,19.0,20.0,19.0,20.0,19.0,18.0,20.0,16.0
27,Bulgaria,2911,Pulses,661,Food supply (kcal),million Kcal,57541.45,52380.21,52699.65,52046.77,51628.6,53209.09,51196.02,53357.45,49609.75,46627.66,49926.18,40154.43
27,Bulgaria,2911,Pulses,674,Protein supply quantity (g/capita/day),g/cap/d,1.45,1.33,1.35,1.34,1.34,1.4,1.36,1.43,1.34,1.25,1.36,1.11
27,Bulgaria,2911,Pulses,671,Protein supply quantity (t),t,4022.21,3669.31,3684.03,3645.05,3616.59,3724.14,3587.87,3735.78,3479.63,3225.65,3474.48,2780.98
27,Bulgaria,2911,Pulses,684,Fat supply quantity (g/capita/day),g/cap/d,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.08
